saxophone;n;/ˈsæksəfəʊn/;This is a solo for a  saxophone . It's a very moving piece.;saxofón
soprano;n;/səˈprɑːnəʊ/;More than half of the women in the choir are  sopranos .;soprano
symphony;n;/ˈsɪmfəni/;I love ' Symphony  No. 9' by Beethoven.;sinfonía
villa;n;/ˈvɪlə/;We stayed in a beautiful  villa  which had its own swimming pool.;chalet
violin;n;/ˌvaɪəˈlɪn/;My daughter learned to play the  violin  when she was at school.;violín
advise;v;/ədˈvaɪz/;I  advise  you to start thinking about your future careers while you are at school.;aconsejar
argue;v;/ˈɑːɡjuː/;I often  argue  with my parents about doing housework.;argumentar
avoid;v;/əˈvɔɪd/;Jack always tries to  avoid  arguing with me.;evitar
beat;v;/biːt/;Manchester United  beat  Arsenal 5–2.;derrotar
borrow;v;/ˈbɒrəʊ/;I went to the bank to  borrow  some money for my business.;pedir prestado
deny;v;/dɪˈnaɪ/;Alex  denies  saying that, but I remember it.;negar
discuss;v;/dɪˈskʌs/;I need to  discuss  the problem with my boss.;hablar (de algo)
expect;v;/ɪkˈspekt/;I  expect  that Daniel will forget our anniversary. He always does.;esperar
hope;v;/həʊp/;I  hope  that you can come on Friday. I haven't seen you for ages.;esperar
lay (past laid );v;/leɪ/;Can you  lay  the table? Put the plates and cutlery on it.;poner (la mesa...)
lend;v;/lend/;Can you  lend  me a pen? I need to make a note of this.;prestar
lie (past lay );v;/laɪ/;I want to go home and  lie  on the sofa for half an hour.;tumbarse
matter;v;/ˈmætə/;It doesn’t  matter  if we are five minutes late.;importar
mind;v;/maɪnd/;My parents don’t  mind  if I stay out late.;importar
notice;v;/ˈnəʊtɪs/;I didn't  notice  that Katy had changed her hair colour.;darse cuenta
prevent;v;/prɪˈvent/;My parents can't  prevent  me from seeing my friends.;impedir
raise;v;/reɪz/;It’s hard not to  raise  your voice when you are arguing with someone.;subir
realize;v;/ˈriːəlaɪz/;I didn't  realize  you were so unhappy.;darse cuenta (de)
refuse;v;/rɪˈfjuːz/;My friend always  refuses  to discuss the problem.;negarse
remember;v;/rɪˈmembə/;Remember  to turn off the lights before you leave.;acordarse (de)
remind;v;/rɪˈmaɪnd/;Can you  remind  me to call my parents later?;recordar (algo a alguien)
rise;v;/raɪz/;The cost of living is going to  rise  again this month.;subir
rob;v;/rɒb/;The police said that four people had tried to  rob  the bank last night.;robar
steal;v;/stiːl/;If you leave your bike unlocked, somebody might  steal  it.;robar
wait;v;/weɪt/;We’ll have to  wait  half an hour for the next train.;esperar
warn;v;/wɔːn/;I should  warn   you that it's always cold in that lecture hall. Take something warm!;advertir
win;v;/wɪn/;Did Manchester United  win  the match? ~ Yes, they won 5–2!;ganar
wish;v;/wɪʃ/;I  wish  I was a bit taller!;ojalá
ankle;n;/ˈæŋkl/;I sprained my  ankle  playing football.;tobillo
bite your nails;;/baɪt jɔː neɪlz/;Do you  bite your nails  when you’re nervous?;morderse las uñas
blow your nose;;/bləʊ jɔː nəʊz/;Here’s a tissue to  blow your nose .;sonarse la nariz
bottom;n;/ˈbɒtəm/;My bike saddle is uncomfortable and it hurts my  bottom !;trasero
brain;n;/breɪn/;Is it true we only use 25% of our  brain ?;cerebro
brush your hair;;/brʌʃ jɔː heə/;You need to  brush your hair  before school. It looks untidy.;cepillarse el pelo
brush your teeth;;/brʌʃ jɔː tiːθ/;Brush your teeth  before you go to bed.;lavarse los dientes
calf;n;/kɑːf/;I pulled my  calf  muscle running.;pantorrilla
cheek;n;/tʃiːk/;Their  cheeks  are really red after running.;mejilla
chest;n;/tʃest/;You're much taller than me. My head is level with your  chest .;pecho
chew;v;/tʃuː/;The steak was tough and difficult to  chew .;masticar
chin;n;/tʃɪn/;He has got a small beard on his  chin .;barbilla
comb your hair;;/kəʊm jɔː heə/;I  comb my hair , but it just won't lie flat.;peinarse
elbow;n;/ˈelbəʊ/;The bus was crowded. I couldn't help touching people with my  elbows .;codo
eye;n;/aɪ/;She closed one  eye  and opened it again in a slow wink.;ojo
eyebrow;n;/ˈaɪbraʊ/;Your  eyebrows  usually match the colour of your hair.;ceja
eyelash;n;/ˈaɪlæʃ/;Wow! Your  eyelashes  are so long. They're really striking.;pestaña
eyelid;n;/ˈaɪlɪd/;She put deep blue makeup on her  eyelids .;párpado
fist;n;/fɪst/;She closed her hand into a  fist  and hit the punchbag.;puño
fold your arms;;/fəʊld jɔː ɑːmz/;Fold your arms  – it will keep you warmer.;cruzarse de brazos
forehead;n;/ˈfɔːhed/;Most of my wrinkles are on my  forehead .;frente
frown;v;/fraʊn/;The train was late. I  frowned  because I was annoyed, but there was nothing I could do.;fruncir el ceño
heart;n;/hɑːt/;My  heart  was beating so fast after that race.;corazón
heel;n;/hiːl/;Don't walk so close to me! You stood on my  heel .;tacón
hip;n;/hɪp/;My grandmother broke her  hip  and had to go to hospital.;cadera
hold someone's hand;;/həʊld sʌmwʌnz hænd/;I told my son to  hold my hand  while we crossed the road.;coger a alguien de la mano
hug;v;/hʌɡ/;When we meet we always  hug  each other.;abrazar
kidneys;n pl;/ˈkɪdnɪz/;The  kidneys  help clean the blood.;riñón
knee;n;/niː/;Ouch! I hit my  knee  on the edge of that coffee table.;rodilla
kneel;v;/niːl/;Can you  kneel  on the ground and take the photograph from a new angle?;arrodillarse
lips;n pl;/lɪps/;Put the flute to your  lips  and blow gently into it.;labio
liver;n;/ˈlɪvə/;The  liver  is part of your digestive system and does many essential things in your body.;hígado
lungs;n pl;/lʌŋz/;Take a deep breath! Fill your  lungs  with this fresh air.;pulmón
nails;n pl;/neɪlz/;I like the colour you've painted your  nails . They look really nice.;uñas
neck;n;/nek/;Wrap a scarf around your  neck . It's cold today.;cuello
palm;n;/pɑːm/;Some people think that the lines on your  palm  can tell you about your life.;palma
point;v;/pɔɪnt/;If you don’t know the word for something, just  point  at what you want.;señalar
raise your eyebrows;;/reɪz jɔː ˈaɪbraʊz/;Why did you  raise your eyebrows  when he said that?;levantar las cejas
scratch;v;/skrætʃ/;Don't  scratch  that mosquito bite. You'll make it worse.;rascar
shake hands;;/ʃeɪk hændz/;In my office we usually  shake hands  when we meet people.;darse la mano
shake your head;;/ʃeɪk jɔː hed/;Nod if you agree or  shake your head  if you don’t.;negar con la cabeza
shrug your shoulders;;/ʃrʌɡ jɔː ˈʃəʊldəz/;Do you  shrug your shoulders  when you don’t know the answer?;encogerse de hombros
stare;v;/steə/;The painting was so strange that I  stared  at it for a long time.;mirar fijamente
stretch;v;/stretʃ/;It's important to  stretch  before and after doing exercise.;estirar(se)
stubble;n;/ˈstʌbl/;I need to shave this  stubble  or grow it into a beard. I can't decide which to do.;vello
suck your thumb;;/sʌk jɔː θʌm/;Did you  suck your thumb  when you were young?;chuparse el dedo
thigh;n;/θaɪ/;Horseriders often have strong muscles in their  thighs .;muslo
touch your toes;;/tʌtʃ jɔː təʊz/;You know you’re getting old when you can’t  touch your toes .;tocarse los dedos de los pies
waist;n;/weɪst/;What  waist  size are your trousers?;cintura
wave;v;/weɪv/;The children  waved  to their grandparents when they left.;saludar
wink;v;/wɪŋk/;He  winked  at me to show that he was only joking.;guiñar el ojo
wrinkles;n pl;/ˈrɪŋklz/;Most of my  wrinkles  are on my forehead.;arruga
wrist;n;/rɪst/;I can’t play tennis. I’ve hurt my  wrist .;muñeca
yawn;v;/jɔːn/;It’s rude to  yawn  without covering your mouth.;bostezar
accuse;v;/əˈkjuːz/;They were  accused  of armed robbery and car theft.;acusar
acquit;v;/əˈkwɪt/;The defendants were  acquitted  and allowed to go free.;absolver
arrest;v;/əˈrest/;The vandals were immediately  arrested  and taken to the police station.;detener
blackmail;v;/ˈblækmeɪl/;She tried to  blackmail  the celebrity by threatening to sell photos to the press.;chantajear
bribery;n;/ˈbraɪbəri/;They got the contract by using  bribery .;sobornar
burglary;n;/ˈbɜːɡləri/;The  burglary  was very upsetting for the people who lived there.;robo (de una casa)
catch;v;/kætʃ/;The police were able to  catch  the criminals as they tried to escape.;atrapar
charge;v;/tʃɑːdʒ/;Two people were questioned by the police and  charged  with armed robbery.;acusar
commit;v;/kəˈmɪt/;Two people  committed  a crime. They robbed a bank and stole a car.;cometer
court;n;/kɔːt/;The defendants appeared in  court .;tribunal
drug dealing;n;/drʌɡ ˈdiːlɪŋ/;Drug dealing  involves selling any illegal drug.;tráfico de drogas
evidence;n;/ˈevɪdəns/;The jury of twelve people looked at and heard all the  evidence .;prueba
fraud;n;/drʌɡ ˈdiːlɪŋ/;He committed  fraud  by using other people’s identities.;fraude
guilty;adj;/ˈɡɪlti/;The jury decided that the defendant was  guilty  of the crime.;culpable
hacking;n;/hækɪŋ/;Computer  hacking  can enable people to steal information.;hackeo
hijacking;n;/ˈhaɪdʒækɪŋ/;The  hijacking  of the plane forced the airport to close.;secuestrar
innocent;adj;/ˈɪnəsnt/;The jury decided that the defendant was  innocent .;inocente
investigate;v;/ɪnˈvestɪɡeɪt/;The police  investigated  the crime.;investigar
judge;n;/dʒʌdʒ/;The  judge  decided what the punishment should be.;juez
jury;n;/ˈdʒʊəri/;The  jury  of twelve people looked at and heard all the evidence.;jurado
kidnapping;n;/ˈkɪdnæpɪŋ/;The  kidnapping  was an attempt to get money from the wealthy family.;secuestro
mugging;n;/ˈmʌɡɪŋ/;The  mugging  happened on a busy city street at night.;asalto
murder;n;/ˈmɜːdə/;He went to prison for the  murder  of a woman.;asesinato
proof;n;/pruːf/;There was no  proof  that the defendants had committed the crime.;prueba
punishment;n;/ˈpʌnɪʃmənt/;The judge decided what the  punishment  should be.;castigo
question;v;/ˈkwestʃən/;The police  questioned  them for ten hours.;interrogar
rape;n;/reɪp/;Three women accused the man of  rape  and the case went to court.;violación
robbery;n;/ˈrɒbəri/;Robbery  usually is violent and involves a weapon.;robo
sentence;v;/ˈsentəns/;The judge  sentenced  the criminals to ten years in prison.;sentencia
smuggling;n;/ˈsmʌɡlɪŋ/;Smuggling  involves taking illegal products from one country to another.;contrabando
stalking;n;/ˈstɔːkɪŋ/;Stalking  can happen physically or on the internet.;acoso
terrorism;n;/ˈterərɪzəm/;People debated whether the crime was an act of  terrorism .;terrorismo
theft;n;/θeft/;The  theft  was very stressful for the victim.;robo
vandalism;n;/ˈvændəlɪzəm/;Some people say   graffiti is art, but others say it is  vandalism .;vandalismo
verdict;n;/ˈvɜːdɪkt/;The jury reached their  verdict  after two days.;veredicto
witness;n;/ˈwɪtnəs/;The  witness  told the court what they had seen.;testigo
accurate;adj;/ˈækjərət/;The film review was quite  accurate . It said the plot was poor but the acting was good, which was true.;preciso
agony aunt;n;/ˈæɡəni ɑːnt/;An  agony aunt  writes in a newspaper or magazine, giving advice to people in reply to their letters.;columnista de consultorio sentimental
axe;v;/æks/;Thousands of jobs were  axed  by UK firms.;perder (empleos)
back;v;/bæk/;The Prime Minister has  backed  the   Chancellor in the latest scandal.;respaldar
biased;adj;/ˈbaɪəst/;The news on this channel is really  biased . They have a very strong political opinion.;parcial
bid;v;/bɪd/;The headline read: 'Astronaut  bids  to be first person on Mars'.;intentar
censored;adj;/ˈækjərət/;I think the report was  censored . The newspaper wasn’t allowed to publish all the details.;censurado
clash;v;/klæʃ/;Ministers  clash  over new car tax proposal.;discutir
commentator;n;/ˈkɒmənteɪtə/;A  commentator  is a person who describes a sports event on TV or radio while it’s happening.;comentarista
critic;n;/ˈkrɪtɪk/;A  critic  is a person who writes a review about the good / bad qualities of books, concerts, theatre, films, etc.;crítico
editor;n;/ˈedɪtə/;An  editor  is a person in charge of a newspaper or magazine, or part of one, and decides what should be in it.;editor
freelance journalist;n;/ˈfriːlɑːns ˈdʒɜːnəlɪst/;A  freelance journalist  writes articles for different papers and is not employed by any one paper.;periodista freelance
hit;v;/hɪt/;The stock market has been  hit  by oil price fears.;afectar
newsreader;n;/ˈnjuːzriːdə/;A  newsreader  reads the news on TV or radio.;presentador de noticias
objective;adj;/əbˈdʒektɪv/;I want to be  objective  and base my decision on facts, not feelings.;objetivo
paparazzi;n;/pæpəˈrætsi/;The  paparazzi  follow famous people around to get photos of them to sell to newspapers and magazines.;paparazzi
presenter;n;/prɪˈzentə/;A  presenter  introduces the different sections of a radio or TV programme.;presentador
quit;v;/kwɪt/;He  quit  his job because he wanted to go travelling.;dimitir (de)
quiz;v;/kwɪz/;The police  quizzed  the witness in the murder trial.;interrogar
reporter;n;/rɪˈpɔːtə/;A  reporter  collects and reports news for newspapers, radio or TV.;reportero
row;v;/raʊ/;They  rowed  over who should pay the restaurant bill.;discutir
sensational;adj;/senˈseɪʃənl/;The reporting in the paper was very  sensational . It made the story seem more shocking than it really was.;sensacionalista
split;v;/splɪt/;The celebrity  split  from with his wife after her affair.;separarse
tip;v;/tɪp/;A first-time director was  tipped  to win the major award.;predecir
vow;v;/vaʊ/;The social media star  vowed  she wouldn't disappoint her fans again.;prometer
wed;v;/wed/;The famous singer  wed  her make-up artist last year.;casarse (con)
advertising campaign;n;/ˈædvətaɪzɪŋ kæmˈpeɪn/;The company ran a successful  advertising campaign .;campaña de publicidad
advertisments;n pl;/ˈædvɜːtɪzments/;The marketing department created the series of  advertisments .;anuncios
brand;n;/brænd/;The  brand  became famous because of a powerful advertising campaign.;marca
claims;n pl;/kleɪmz/;The advert made  claims  that the product would help you become stronger.;afirmar
consumers;n pl;/kənˈsjuːməz/;Consumers  are spending their money carefully.;consumidor
misleading;adj;/ˌmɪsˈliːdɪŋ/;Companies can be sued for  misleading  advertisments.;engañoso
publicity;n;/pʌbˈlɪsəti/;The company hoped to get a lot of good  publicity  by demonstrating their product.;publicidad
slogan;n;/ˈsləʊɡən/;A memorable  slogan  is very important in advertising.;eslogan
sue;v;/suː/;The company threatened to  sue  the journalists who had published stories about it.;demandar
any other business;;/ˈeni ˈʌðə ˈbɪznəs/;It's almost the end of the meeting. Is there  any other business ?;algún otro tema
become the market leader;;/bɪˈkʌm ðə ˈmɑːkɪt ˈliːdə/;The company set out to  become the market leader  and grew rapidly.;convertirse en el líder del mercado
boom;n;/buːm/;The economic  boom  helped many people to improve their lives.;explosión
branch;n;/brɑːntʃ/;This chain of shops has  branches  in many cities around the world.;sucursal
chain;n;/tʃeɪn/;It's a large  chain  of shops with branches in many major cities.;cadena
close down;phr v;/kləʊz daʊn/;The company had to  close down  after two hundred years in business.;cerrar
do a deal;;/duː ə diːl/;I want to  do a deal  with you to trade in my old car when I buy a new one.;hacer un trato
do a job;;/duː ə dʒɒb/;Do a job  well and you’ll get promoted.;hacer un trabajo
do badly;;/duː ˈbædli/;I think companies will  do badly  because of economic problems.;ir mal
do business;;/duː ˈbɪznəs/;Many companies  do business  in a variety of countries.;hacer negocios
do market research;;/duː ˌmɑːkɪt rɪˈsɜːtʃ/;Many companies  do market research  to find out more about their customers.;hacer un estudio de mercado
do well;;/duː wel/;If I  do well  I might make more money.;hacer (algo) bien
drop;v;/drɒp/;The standard of living will  drop  if we have a recession.;disminuir
expand;v;/ɪkˈspænd/;The company is set to  expand  later in the year and take on more staff.;expandir(se)
export;v;/ɪkˈspɔːt/;They  export  the product around the world.;exportar
flop;n;/flɒp/;The product was a complete  flop . Hardly anyone bought it.;fracaso
get down to business;phr;/ɡet daʊn tu ˈbɪznəs/;Let's  get down to business . We can't waste any time.;ponerse a trabajar
go out of business;;/ɡəʊ aʊt ɒv ˈbɪznəs/;My favourite local café  went out of business  last winter.;quebrar (negocio)
grow;v;/ɡrəʊ/;Our company hopes to  grow  by 5% next year.;crecer
head office;;/hed ˈɒfɪs/;The company has branches in many British cities, but the  head office  is in London.;sede central
import;v;/ɪmˈpɔːt/;Our country  imports  most of its oil.;importar
launch;n;/lɔːntʃ/;The  launch  of the new phone is next week.;lanzamiento
make a decision;;/duː ˈbɪznəs/;I have to  make a decision  before the end of the day.;tomar una decisión
make a loss;;/meɪk ə lɒs/;The large company  made a los s for the first time this year.;tener pérdidas
make a profit;;/meɪk ə ˈprɒfɪt/;I think my business will  make a profit  this year.;tener beneficios
make money;;/meɪk ˈmʌni/;I need to  make money  quickly.;ganar dinero
make (sb) redundant;;/meɪk rɪˈdʌndənt/;When you  make someone redundant  it’s important to manage it effectively.;despedir (a alguien) por exceso de personal
manufacture;v;/mænjʊˈfæktʃə/;China  manufactures  many products for the world.;fabricar
mean business;phr;/miːn ˈbɪznəs/;You should take them seriously – they  mean business .;actuar en serio
merge;v;/mɜːdʒ/;The two companies will  merge  to create one large company.;fusionar(se)
mind your own business;phr;/maɪnd jɔː əʊnˈbɪznəs/;What's in your bag? ~  Mind your own business !;meterse en sus asuntos
mix business with pleasure;;/mɪks ˈbɪznəs wɪð ˈpleʒə/;I'm going to a conference, but I'll  mix   business with pleasure  and also go sightseeing.;mezclar negocios y placer
none of your business;;/nʌn ɒv jɔː ˈbɪznəs/;What are you thinking about? ~  None of your business . Don't be so nosy!;no es asunto tuyo
produce;v;/prəˈdjuːs/;The region  produces  most of the world's supply of oil.;producir
recession;n;/rɪˈseʃn/;Many companies failed because of the  recession  and many people lost their jobs.;recesión
set up;phr v;/set ʌp/;The company was  set up  in 1990.;fundar(se)
take over;phr v;/teɪk ˈəʊvə/;The larger company wants to  take over  our smaller company.;absorber
unfinished business;;/ʌnˈfɪnɪʃt ˈbɪznəs/;I've got some  unfinished business  with the company. I'm still arguing with them.;asunto pendiente
absence;n;/ˈæbsəns/;Her  absence  was noted by the teacher.;ausencia
abundance;n;/əˈbʌndəns/;The city is famous for its  abundance  of parks and plazas.;abundancia
accommodation;n;/əˌkɒməˈdeɪʃn/;Accommodation  for tourists can be very expensive in London.;alojamiento
alcoholism;n;/ˈælkəhɒlɪzəm/;Alcoholism  is a growing problem as drink becomes cheaper.;alcoholismo
antisocial;adj;/ˌæntiˈsəʊʃl/;Vandalism, especially breaking public property, is  antisocial  behaviour.;antisocial
autopilot;adj;/ˈɔːtəʊ ˈpaɪlət/;The pilot put the plane on  autopilot  for most of the flight.;piloto automático
belief;n;/bɪˈliːf/;It's my  belief  that this news story isn't entirely true.;creencia
brotherhood;n;/ˈbrʌðəhʊd/;Brotherhood  is sometimes used a general term for the friendship between groups of people.;fraternidad
bulletproof;adj;/ˈbʊlɪtpruːf/;The windows of the president's car are made of  bulletproof  glass.;a prueba de balas
careful;adj;/ˈhəʊpləs/;Be  careful  how you drive!;tener cuidado
childhood;n;/ˈtʃaɪldhʊd/;Childhood  was my favourite time in my life.;infancia
coldness;n;/ˈkəʊldnəs/;The  coldness  hit me as soon as I walked outside.;frío
connection;n;/kəˈnekʃn/;The  connection  between diet and health is well-known.;relación
convenience;n;/kənˈviːniəns/;I live here because of the  convenience  of the buses and trains.;comodidad
death;n;/deθ/;My uncle’s  death  was difficult for me.;muerte
development;n;/dɪˈveləpmənt/;There are major plans for the  development  of the town, with 600 new houses.;desarrollo
distance;n;/ˈdɪstəns/;The average  distance  that commuters in the UK travel to work is 8.5 miles.;distancia
employment;n;/ɪmˈplɔɪmənt/;How easy is it to find  employment  in your city?;trabajo
entertainment;n;/ˌentəˈteɪnmənt/;New York has a huge range of  entertainment , from Broadway shows to top sporting events.;entretenimiento
excitement;n;/ɪkˈsaɪtmənt/;The  excitement  at the end of the game was amazing.;emoción
expectation;n;/ˌekspekˈteɪʃn/;Do you have any  expectations  about what you will learn on this course?;expectativa
friendliness;n;/ˈfrendlinəs/;The  friendliness  of the people was wonderful – they were so welcoming.;amabilidad
government;n;/ˈɡʌvənmənt/;The country has elected a new  government .;gobierno
heat;n;/hiːt/;The  heat  was too much for me. I had to go inside.;calor
height;n;/haɪt/;You might have to tell the doctor your  height  and weight.;altura
homeless;adj;/ˈhəʊmləs/;There are a lot of  homeless  people in this city.;sin techo
hopeless;adj;/ˈhəʊpləs/;The situation is  hopeless . There's nothing I can do to help.;desesperado
hunger;n;/ˈhʌŋɡə/;Hunger  is a big problem in the country because of the poor harvest.;hambre
ignorance;n;/ˈɪɡnərəns/;I'm surprised by their  ignorance  about the topic. It's been in the news for weeks.;ignorancia
improvement;n;/ɪmˈpruːvmənt/;The  improvement  in the system really helped the company.;mejora
intention;n;/ɪnˈtenʃn/;It's my  intention  to leave the company at the end of the month.;intención
loneliness;n;/ˈləʊnlinəs/;Loneliness  is often a problem in large cities where people don't know each other.;soledad
loss;n;/lɒs/;The financial  loss  was a problem for the company.;pérdida
megacity;n;/ˈmeɡəsɪti/;Tokyo is one of the world's  megacities .;megaciudad
misunderstood;adj;/ˌmɪsʌndəˈstʊd/;This idea is often  misunderstood , but it's a very simple idea.;entender mal
modernism;n;/ˈmɒdənɪzəm/;There's a chilly  modernism  in the new concrete buildings.;modernismo
monorail;n;/ˈmɒnəʊreɪl/;Is that a train? No, it only has one track. It's a  monorail .;monorraíl
multicultural;adj;/ˌmʌltiˈkʌltʃərəl/;London is a very  multicultural  city, with people of many different races and religions.;multicultural
neighbourhood;n;/ˈneɪbəhʊd/;I don't know my city well, yet. I just know my little  neighbourhood .;barrio
overcrowded;adj;/ˌəʊvəˈkraʊdɪd/;The city is completely  overcrowded . It's difficult to find anywhere to live.;superpoblado
pollution;n;/pəˈluːʃn/;Pollution  is a terrible problem in this city.;contaminación
postgraduate;adj;/ˌpəʊstˈɡrædʒuət/;I'm doing a  postgraduate  degree in aeronautical engineering.;posgrado
more or less;;/mɔː ɔː les/;Are we finished? ~  More or less . It'll only take ten minutes to finish.;más o menos
now and again;;/naʊ ən əˈɡeɪn/;I drink coffee  now and again , but not regularly.;de vez en cuando
now or never;;/naʊ ɔː ˈnevə/;I wasn't sure if I could learn to skydive, but I told myself it was  now or never !;ahora o nunca
once or twice;;/wʌns ɔː twaɪs/;Have you been there? ~  Once or twice –  it's a nice city.;una o dos veces
peace and quiet;;/piːs ən ˈkwaɪət/;I'd love a bit of  peace and quiet . It's so noisy here.;paz y tranquilidad
pros and cons;;/prəʊz ən kɒnz/;What are the  pros and cons  of moving to this city?;pros y contras
rain or shine;;/reɪn ɔː ʃaɪn/;We're going to visit this castle come  rain or shine . I've decided.;llueva o truene
right or wrong;;/raɪt ɔː rɒŋ/;Right or wrong , I've made my decision now. It's final.;para bien o para mal
safe and sound;;/seɪf ən saʊnd/;Despite flying through a storm we arrived  safe and sound .;sano y salvo
short and sweet;;/ʃɔːt ən swiːt/;Well, that report was  short and sweet . You summed it up well.;bueno y breve
sick and tired;;/sɪk ən ˈtaɪəd/;I’m  sick and tired  of hearing you complain.;harto
sooner or later;;/ˈsuːnə ɔː ˈleɪtə/;I'll be there  sooner or later . I'm not sure exactly when.;tarde o temprano
supply and demand;;/səˈplaɪ ən dɪˈmɑːnd/;The shops stock popular items because of  supply and demand .;oferta y demanda
thunder and lightning;;/ˈθʌndə ən ˈlaɪtnɪŋ/;The  thunder and lightning  are really dramatic. It's a huge storm!;rayos y truenos
touch and go;;/tʌtʃ ən ɡəʊ/;Will we finish it on time? ~ I don't know…it's  touch and go !;nunca se sabe
wait and see;;/weɪt ən siː/;You’ll have to  wait and see  what’s for lunch.;espera y verás
